0,1500,1000,3250.0
5,1500,1000,3022.0
10,1500,1000,3022.0
15,1500,1000,3022.0
20,1500,1000,3022.0
25,1500,1000,3022.0
30,1500,1000,3022.0
35,1500,1000,3022.0
40,1500,1000,3022.0
45,1500,1000,3022.0
50,1500,1000,3022.0
55,1500,1000,3022.0
60,1500,1000,3022.0
65,1500,1000,3022.0
70,1500,1000,3022.0
75,1500,1000,3022.0
80,1500,1000,3022.0
85,1500,1000,3022.0
90,1638,862,3069.5
95,1638,862,3069.5
100,1638,862,3069.5
105,1638,862,3069.5
110,1638,862,3069.5
115,1638,862,3069.5
120,1638,862,3069.5
125,1638,862,3069.5
130,1638,862,3069.5
135,1638,862,3069.5
140,1638,862,3069.5
145,1638,862,3069.5
150,1638,862,3069.5
155,1638,862,3069.5
160,1638,862,3069.5
165,1638,862,3069.5
170,1638,862,3069.5
175,1638,862,3069.5
180,1638,862,3069.5
185,1638,862,3069.5
190,1638,862,3069.5
195,1638,862,3069.5
200,1638,862,3069.5
205,1638,862,3069.5
210,1638,862,3069.5
215,1638,862,3069.5
220,1638,862,3069.5
225,1638,862,3069.5
230,1638,862,3069.5
235,1638,862,3069.5
240,1105,1727,3217.416446875
245,1105,1727,3217.416446875
250,1105,1727,3217.416446875
255,1105,1727,3217.416446875
260,1105,1727,3217.416446875
265,901,2080,3293.724571875
270,778,2309,3356.7248531249998
275,778,2309,3356.7248531249998
280,778,2309,3356.7248531249998
285,778,2309,3356.7248531249998
290,778,2309,3356.7248531249998
295,778,2309,3356.7248531249998
300,778,2309,3356.7248531249998
305,778,2309,3356.7248531249998
310,778,2309,3356.7248531249998
315,778,2309,3356.7248531249998
320,778,2309,3356.7248531249998
325,778,2309,3356.7248531249998
330,778,2309,3356.7248531249998
335,778,2309,3356.7248531249998
340,778,2309,3356.7248531249998
345,778,2309,3356.7248531249998
350,778,2309,3356.7248531249998
355,778,2309,3356.7248531249998
360,778,2309,3356.724853125
365,778,2309,3356.724853125
370,778,2309,3356.724853125
375,778,2309,3356.724853125
380,778,2309,3356.724853125
385,778,2309,3356.724853125
390,778,2309,3356.724853125
395,778,2309,3356.724853125
400,778,2309,3356.724853125
405,778,2309,3356.724853125
410,778,2309,3356.724853125
415,700,2453,3396.688496453125
420,700,2453,3396.688496453125
425,700,2453,3396.688496453125
430,700,2453,3396.688496453125
435,700,2453,3396.688496453125
440,700,2453,3396.688496453125
445,700,2453,3396.688496453125
450,700,2453,3396.688496453125
455,700,2453,3396.688496453125
460,700,2453,3396.688496453125
465,700,2453,3396.688496453125
470,700,2453,3396.688496453125
475,700,2453,3396.688496453125
480,700,2453,3396.688496453125
485,700,2453,3396.688496453125
490,700,2453,3396.688496453125
495,700,2453,3396.688496453125
500,700,2453,3396.688496453125
505,700,2453,3396.688496453125
510,700,2453,3396.688496453125
515,700,2453,3396.688496453125
520,700,2453,3396.688496453125
525,906,2247,3467.9873930360354
530,906,2247,3467.9873930360354
535,906,2247,3467.9873930360354
540,906,2247,3467.9873930360354
545,906,2247,3467.9873930360354
550,906,2247,3467.9873930360354
555,906,2247,3467.9873930360354
560,906,2247,3467.9873930360354
565,906,2247,3467.9873930360354
570,906,2247,3467.9873930360354
575,906,2247,3467.9873930360354
580,906,2247,3467.987393036035
